,action,adaptation,addiction,anticipation,anxiety,arousal,association,attention,autobiographical_memory,balance,belief,categorization,cognitive_control,communication,competition,concept,consciousness,consolidation,context,coordination,decision,decision_making,detection,discrimination,distraction,eating,efficiency,effort,emotion,emotion_regulation,empathy,encoding,episodic_memory,expectancy,expertise,extinction,face_recognition,facial_expression,familiarity,fear,fixation,focus,gaze,goal,hyperactivity,imagery,impulsivity,induction,inference,inhibition,insight,integration,intelligence,intention,interference,judgment,knowledge,language,language_comprehension,learning,listening,localization,loss,maintenance,manipulation,meaning,memory,memory_retrieval,mental_imagery,monitoring,mood,morphology,motor_control,movement,multisensory,naming,navigation,object_recognition,pain,perception,planning,priming,psychosis,reading,reasoning,recall,recognition,rehearsal,reinforcement_learning,response_inhibition,response_selection,retention,retrieval,reward_anticipation,rhythm,risk,rule,salience,search,selective_attention,semantic_memory,sentence_comprehension,skill,sleep,social_cognition,spatial_attention,speech_perception,speech_production,strategy,strength,stress,sustained_attention,task_difficulty,thought,uncertainty,updating,utility,valence,verbal_fluency,visual_attention,visual_perception,word_recognition,working_memory
7Networks_RH_SomMot_8,2.299382242,0.277635883,-0.647803251,-0.520217519,-1.218843171,0.304979642,-0.148151743,0.962632845,-0.124763505,0.082299991,0.145250448,1.260716226,-1.03918551,2.448315094,0.622704834,-0.924538009,-0.122897239,-0.001952842,0.541983754,0.487974681,-1.454058186,-1.342844258,0.643986353,1.189390012,-0.144089489,-0.098002822,-0.456520066,-0.113076168,0.475568463,-0.82318603,0.276931117,-1.167423091,-0.538603851,-0.33714474,1.32233379,-0.460580544,-0.195851136,1.809155362,-0.124871899,-0.281354091,-0.085226616,0.122981768,0.553767731,-0.27132468,-0.244630794,0.953500229,-1.037818306,0.166233554,0.609458439,0.027954362,-0.82923342,1.721629391,-0.688066909,-0.624655397,-0.53326433,-0.911176904,-0.194867746,1.917720186,0.057671124,-0.753850611,4.921901961,1.97230725,0.843191907,-0.57069106,-0.204406301,0.315319119,-1.697367338,-0.145310127,0.352753813,-0.404482691,-0.747844028,0.420979171,-0.15327797,0.766037013,3.419296283,0.939262125,-0.805463546,-0.187115992,-0.384852336,3.358577388,-0.096159481,0.065453963,0.310213191,0.419600552,-0.79727709,-0.195234212,-0.037531176,0.522559778,-0.343722879,0.210641827,0.894771101,-0.478626662,0.088377932,-0.512213298,1.839907739,-2.119290216,0.324318559,-1.302582579,-0.278678828,1.105411903,1.070146264,0.185533593,0.454270285,0.168172178,0.36513262,0.985655199,3.160744682,2.263519944,-0.934837859,-0.046305739,-1.433847418,-0.263187108,-0.173113608,-0.104229275,-0.616196419,-0.202096685,-0.96418974,0.116358113,-0.103199783,0.196627549,0.309877953,0.019337138,-1.369472186
7Networks_RH_SomMot_9,-1.305023165,-0.820158666,0.278024144,0.315662726,1.995760552,0.594931571,-0.854167134,0.003550333,0.198469486,0.818284873,-0.708713694,0.045407753,-0.686987801,-0.674144466,0.191122103,0.109023365,-0.100666139,-0.978337916,0.504556562,0.408715831,1.329834733,1.503932341,0.433805829,0.045749387,0.351869327,0.172621715,-0.956197146,0.396497909,0.675015002,1.338929857,1.244352844,1.025680089,0.410389123,0.287587029,0.707518809,-0.226254424,-0.957198736,-0.190484325,-0.34957122,0.506146293,-0.365599384,-0.112265566,0.109554558,-0.379454812,-0.36812995,1.359138766,-0.971846781,0.076360112,-0.715516041,-0.307567159,0.020468302,-0.628386159,-1.112244019,-0.819482779,-0.548012871,-0.971935003,-0.490580759,-1.651782726,-0.401377511,0.899642297,0.752264089,0.117652047,0.232029799,-0.057783314,-0.311514947,-0.720837631,0.207373891,0.143265683,1.283141245,0.450057415,-1.051458504,-0.931657451,0.072489155,0.026878523,0.672966227,-0.685004792,-0.051799287,-0.727839414,7.417809635,0.999275971,0.009452652,-0.890493256,0.579848376,-0.442642887,-0.807716463,-0.668828628,0.292483609,-0.029212123,0.953121025,-0.229843002,-0.079081951,0.048770946,0.465042491,-0.194265297,-0.471067977,-0.307690789,-0.327800324,0.595550111,0.604294964,0.015609216,0.449386951,-0.178315877,0.377818475,-0.446094223,-0.374415808,-1.44392715,1.02412343,1.808227301,0.233570687,-0.57489453,0.516101324,-0.271025828,-0.186065655,-0.046298052,0.609750004,-0.560455834,0.637285488,0.586462595,-0.308853153,0.153198422,0.181440291,-0.528426855,-0.013795884
7Networks_RH_SomMot_10,-1.080394651,0.041624068,-0.445608835,0.135646492,0.03213646,1.100380313,0.0319374,-0.419459033,-0.255376117,1.239747108,-0.314718346,1.073859255,-0.951752595,-0.05902702,0.203546736,-0.215104389,0.091911465,0.094067347,-0.234776788,1.860887047,-0.319230895,-0.53102546,0.45132155,0.450335236,-0.493292696,-0.580181712,-0.676254156,0.975739482,0.52841111,0.036164422,0.5316894,-0.234301743,-0.781464695,-0.164845561,0.290884202,0.485595944,-0.173425416,0.397935803,0.143514213,0.907849855,-0.401509075,-0.008086533,-0.042899159,-0.694352824,0.358643747,0.923856098,-0.921986996,0.891981448,-0.528561933,-0.734523271,-0.622946999,2.077165886,-0.974262821,-0.651346086,-0.920042183,-0.771967516,-0.954102314,0.371162921,0.022681909,0.108865873,1.982516217,1.349937064,0.449805827,-0.032938932,-0.444449843,-0.234384266,-1.525942616,-0.607343791,-0.260358209,0.606353616,-0.150991677,-0.429132602,1.548972297,2.678749638,3.474773262,0.171170118,0.302521003,-0.866962974,3.062093846,0.997220098,0.973898999,-0.194472044,-0.533288197,-0.036946536,-0.709336206,-0.719904944,-1.132120423,-0.010314134,-0.568738836,-0.578778524,-0.202861683,-0.31491772,-0.100521005,-0.540137119,0.060478877,-1.079666611,-0.744905106,-0.585699515,-0.012679749,-0.770006035,0.137888506,-0.401137824,0.626469835,-0.137462455,-0.525414263,-0.626567166,0.676149791,2.060843399,-0.284139926,-0.520048964,-0.23883368,-0.194770242,0.254900579,0.133090519,-0.577590624,-0.90836779,-0.759481221,0.909258432,-0.620289712,0.162196686,1.2757836,-0.001821621,-0.65754776
7Networks_RH_SomMot_11,-0.90620959,0.161916361,-0.881109299,0.06922594,0.228547387,1.074488815,-1.063242965,0.036758667,-0.994125042,0.323092076,-0.465895488,0.13453718,0.164225653,-0.980845416,-0.456112571,0.3572787,1.374581305,-1.012634021,-0.093123872,0.871883975,0.085984059,0.469814812,0.288629515,0.36185966,-0.441673077,-0.023811108,-0.604493707,0.235670745,0.314366278,0.472985749,0.393600206,0.785366709,-0.039777549,0.780997122,-0.205285552,-1.003026089,-0.435871676,-0.705243174,-0.683933283,-0.274026532,-0.303465534,0.076144271,-0.907723587,0.024209359,-0.219649186,0.011073311,0.180990754,1.112528173,-0.237962621,-0.014402951,-0.535794533,0.566644275,-0.710989951,-0.964567883,0.078177339,-0.44326114,-0.332230426,-0.23151898,-0.004867934,-0.692177475,1.802246971,0.708820303,-0.257731355,0.041585456,0.129081668,-0.191739585,-0.603350285,-0.146048175,0.223263321,0.536147592,-0.739186037,-0.758051625,-0.352798884,1.160996264,1.367954252,-0.489516595,0.202482344,-0.733139509,6.228474393,0.720386504,-0.943520983,-0.943217138,-0.381525658,0.419034261,-0.381068014,0.280554749,-0.569529333,-0.44946827,-0.337849268,-0.113548767,0.987855458,-0.438787469,-0.238728249,-0.325410282,1.202964751,-0.758537542,-0.531806163,-0.087152395,0.302373771,0.084988363,-0.151533265,-0.321234454,-0.603988935,-0.198414498,-0.621004217,-0.497211145,1.582082568,3.250172495,-0.009957822,-0.019363448,-0.450128889,0.701983711,0.630403738,-0.224806774,-0.442959908,-0.641671684,-0.721416848,0.187678793,0.376215622,0.836956174,-0.047635593,-0.872210229,-0.520025668
7Networks_RH_SomMot_12,-0.073683419,-1.029127395,-0.341010783,0.435904924,-0.593555529,0.54176249,0.070689269,-0.548274627,-0.031495846,0.647083146,0.521656175,0.87299413,-0.420521834,0.148222314,0.943763572,0.302646571,-0.391766409,-0.480800091,0.308771986,1.233764457,-0.246006287,0.155916071,0.312524745,0.300215681,-0.031498121,-0.513750776,-0.471580187,-0.17920582,-0.428045274,0.452754512,1.138056381,0.571447136,-0.707697041,0.608089305,0.066077294,0.020365927,-0.188286512,-0.165757134,-0.343216173,-0.83028575,0.215707678,0.120106294,-0.031787341,0.048579495,-0.851041298,0.899070292,-0.629481184,1.631438643,-0.113500342,-0.225132168,-0.967632759,0.791203073,-0.847992375,-0.651819352,-0.3141428,-0.959742251,-0.303964792,0.276867325,-0.075794917,-0.062152256,1.400992107,0.051837688,0.346779679,0.37809822,0.371436996,-0.359289533,-0.518786933,-0.779860073,0.319734363,-0.384900995,-0.341705578,-0.221515805,0.539725732,1.774692342,0.335500514,1.019566911,-0.164115888,-0.813995041,3.747455659,0.563703692,0.724792156,-0.757048204,-0.192179634,-0.26100515,-0.123133234,-0.060009976,-1.011332271,-0.005579588,0.680678589,-0.650122993,-0.177985149,-0.152273412,-0.061276537,-0.639886188,0.721593842,-1.211261457,-0.020056563,-0.323533925,0.602690963,-0.036428633,-0.058561369,-0.414959343,-0.203173343,-0.352284372,-0.661897064,-1.095323217,1.198170607,3.495210299,0.335656117,0.038313635,-1.185035171,0.27262205,-0.194443355,-0.188417894,0.743262761,-0.493911684,-0.118412811,1.009437444,0.7888464,0.368451742,0.337144685,0.192404492,0.040102426
7Networks_RH_SomMot_13,-0.796783476,0.228849243,-0.78612749,-0.149482121,-0.630794501,0.422541245,0.887544784,-0.218806573,-0.23470194,1.849479968,0.191127338,1.029471556,-0.936041434,-0.819415718,0.614471972,0.389942996,0.11861758,-0.773172504,-0.642082417,2.661004876,-0.844149026,-0.460099536,1.009471337,0.577459292,0.396375519,-0.87071306,-0.768485236,1.157102608,-0.57829799,0.221881647,0.001564554,0.494115794,-0.568501012,0.121042956,-0.588321472,0.366617941,-0.411587157,-0.472715691,-0.115923607,0.301568881,0.005791882,0.31806109,-0.272544933,-0.622945551,-0.486760645,1.337487508,-1.052753921,1.930091124,-0.405350754,-0.066697341,-0.579158277,0.874092476,-1.29323202,-0.583641414,0.269203615,-0.839698306,-0.179342038,-0.554376193,0.520751698,-0.673009571,0.41794497,1.421898696,-0.037903286,0.769237492,0.69440971,-1.026746375,-0.96993044,-0.858287114,0.506002272,0.571560044,-1.145693623,-0.951835646,0.808688336,2.888096086,2.962499503,-1.105407549,-0.454935535,-0.685459937,6.438949135,0.873950442,0.298854721,-0.659575814,-0.006510159,-1.027212892,-1.253952298,-0.718926744,-1.045638095,1.00658399,-0.71407766,-0.96153527,0.943339011,-0.0443819,-0.769137202,-0.785340121,1.033318225,-1.747009169,-0.872626766,-0.391418807,0.327664102,-0.631458293,0.280505632,-0.523605771,-0.272017002,0.333372255,-0.491380243,-0.575906597,0.683150759,0.450372301,-0.570484385,0.524422377,-0.043165591,1.109178723,1.190329152,0.754543065,-0.291941848,-0.009886613,-0.292776353,-0.426400804,0.594213722,-0.332700407,0.337464583,0.107280953,0.092105402
7Networks_RH_SomMot_14,-0.646852784,-0.981556541,-0.737348412,-0.09877747,-0.48862683,-0.895450698,-0.067092347,-0.792177513,-0.11113152,-0.265033788,-0.60184676,0.125796161,-0.393368773,-0.145297501,0.473466418,0.094791851,-0.38735834,-0.212551738,-0.175166108,0.812407076,-0.672486033,-0.757302578,0.700235945,0.040994997,-0.033819999,0.038809745,-0.463279832,-0.498449061,-0.551587658,-0.030737608,0.440934502,-0.740720576,-0.700041698,-0.170741902,0.031518352,-0.096733207,0.276700179,0.191557485,-0.719696485,-0.735779861,-1.053173152,-0.041074051,-0.241679924,-0.761326473,-0.75593471,-0.399236714,-0.073835216,1.111734346,-0.373026679,0.478746091,-0.439099767,1.342512191,-0.475744118,-0.651552119,0.055046711,-0.835537441,0.282668113,0.872304558,0.399179422,-0.877623597,3.311982897,0.406449305,0.320281018,-0.06332458,-0.300372024,0.903702664,-1.120832288,-0.657087181,-0.562181974,-0.929885503,-0.859794572,0.288936748,0.58311893,1.210134911,2.800124587,1.235424992,-0.085520835,0.093250893,3.863488435,1.116474662,-0.640019844,-0.841949865,-0.135909195,0.498209411,-1.400478577,-0.269712508,-0.695459865,-0.209832363,-0.395068006,-0.035949539,0.900076053,0.475020246,-0.783262737,-0.871613062,1.380551909,-0.696484484,-0.825905182,0.317206401,-0.528722049,-0.195382786,-0.656069738,-0.686568742,-0.695049888,0.077775226,-0.296724126,-0.046586182,1.867302998,3.693238557,-0.970882036,-0.061847453,-1.259332289,-0.145280171,0.728800369,0.112604346,-0.575252667,-0.818049701,0.647998626,-0.870132567,0.6604072,0.264798896,-0.111239886,0.16764405,-0.467580082
7Networks_RH_SomMot_15,3.099508376,-0.627113102,0.195481224,-0.337714804,-1.258583413,-0.06836484,0.145023409,-0.808394707,-0.245985663,-0.437190504,-0.536997944,-0.168594577,-0.103189347,0.599177701,0.011765512,-0.543574217,-0.214704964,0.990355555,0.143368138,1.737516117,-1.107112489,-1.222579475,-0.654573771,1.022907888,-0.68007133,-0.744531162,-0.089648644,0.183040693,-1.071803983,-0.687911263,0.892228316,0.478570659,-0.251639169,0.101911185,0.13457766,-0.250464464,-0.770574989,0.210329655,0.640899482,-0.805523221,1.212378816,-0.140957677,0.225269477,0.536300665,-1.303392371,3.244915043,-0.33506812,-0.710806927,-0.362618392,-0.25095904,-0.290250343,0.152828608,-0.257048714,-0.152624569,0.403162022,-0.928484511,-0.361479625,-0.219927548,-0.201296173,1.085396072,0.18389399,-0.424446795,-1.031090065,0.056158071,0.185951975,-0.528068078,-0.164883624,-0.628252986,-0.24489029,0.101933804,-1.126248608,-0.022750357,2.601222738,5.40951234,0.199115841,0.279449379,0.516768971,-0.706921298,0.363858996,0.522443249,2.549133502,-0.991277149,-0.68388559,0.152387302,-0.540195272,0.099634593,-1.232524453,0.986288092,-0.129571401,-0.235125929,0.623682535,-0.378901156,0.143829736,-0.795442423,0.957195577,-1.205743207,-0.193933882,-0.997226551,-0.517830074,-0.110641994,-0.126589373,-0.704123594,1.690904636,-0.637695433,-0.093287298,-1.071353619,-0.798656749,2.633168278,0.874533753,0.135734635,-0.896831464,-0.620971359,0.21756375,-0.335208477,-0.617112892,-0.629606831,-0.79200335,-0.031877054,0.490341257,-0.652698585,-0.102872098,-0.836950584,-0.039403778
7Networks_RH_SomMot_16,0.59810769,-0.240122779,0.053930414,-0.236426281,-0.462177927,-0.673550826,0.19699473,-0.768410707,-0.401757081,-0.244064635,-0.642158234,0.068561493,-0.425703223,0.044141121,0.134959474,0.370787073,-0.216185685,0.095335952,-0.205630261,0.89516482,-0.40179153,-0.634334334,-0.247802068,0.158121248,-0.420656555,0.240502245,-0.086572329,0.513367969,-0.826663583,-0.338213244,0.340249671,-0.178445551,0.272500352,-0.645619144,0.126538155,0.35084208,-0.651597929,0.398311411,-0.08630125,-0.740327298,0.044518779,-0.201476191,0.164128293,-0.18581089,-0.564068144,0.265235774,-0.169418782,0.323521709,0.287045457,-0.388440068,-0.4147462,-0.056887566,-0.47774009,-0.222702903,-0.718956482,-1.270515071,0.143945114,1.382861774,0.002131838,0.025973249,0.701747891,-0.266696671,-0.388079,0.506102427,-0.186986424,0.220943221,-0.81609789,-0.845883345,-0.216880539,-0.45142479,-0.480413756,-0.237064962,2.811934742,2.625253389,0.437160685,3.548128638,0.10524431,-0.250072636,0.240595762,0.025772561,0.588317507,-0.529954871,-0.223692022,1.284888995,-0.594720297,0.390450636,-1.0545014,0.588887763,0.270397734,-0.233264673,-0.144335307,0.409731905,-0.339510459,-0.744768606,1.576975445,-0.156923884,-0.149507189,-0.165596366,-0.678168925,-0.334272507,-0.03701557,0.058592788,0.508025368,-0.032129072,-0.376197868,-0.728859894,1.014777739,7.074984108,0.248592472,0.256767221,-0.839053115,-0.053237633,-0.682449746,-0.075692615,-0.209881042,-0.437078621,-0.216817146,-0.459890112,0.537613457,0.26027733,0.085341105,-0.066330126,-0.623942594
7Networks_RH_SomMot_17,1.59877043,-1.05765517,-0.407344662,0.394742848,0.324259913,0.041740003,0.280587951,-0.732711444,-0.72515927,-0.473584855,-0.709919764,-0.114168505,-0.668990393,0.574450986,-0.326945256,-0.759758873,0.46000405,0.11468681,-0.135823579,1.54627487,-0.761010449,-0.719871702,0.176941792,0.20267637,-0.673032161,0.354142813,-0.751039522,0.098304365,-0.197702045,0.044360621,1.583371355,-0.87609953,-0.604331139,-0.781782507,-0.352544591,-0.159721877,-0.3538697,0.581866092,0.335461735,-0.621658162,-0.116495672,-0.009933656,0.049978899,-0.380295943,0.73313984,0.995215359,-0.527841213,0.343170992,0.772068164,-0.764153311,0.17379317,0.610350757,0.190109627,-0.304239866,-0.996904432,-1.019730012,-0.239456329,-1.10807671,-0.489154424,-0.602615231,-0.378275475,0.671996919,-0.603737659,-1.121457046,0.653899858,0.083681645,-1.442632448,-0.353104573,0.041377133,-0.473981011,-0.460710293,-0.753001052,2.512921686,3.770297318,0.256009111,2.032841241,0.222210259,0.926153686,4.148188704,1.258593157,0.197381552,-0.6569423,0.140974779,-0.276498374,-0.01890429,-0.89136148,-0.34126911,0.672317333,-0.012684922,-0.118792444,-0.427926821,0.688844876,-0.51304265,-0.72511222,0.924810672,-0.000828091,-0.919059262,-1.124448117,-0.839640218,-0.069037896,0.458621045,-0.691264565,0.178093825,-0.067333685,-0.142209001,-0.47305881,-0.505999495,1.935038889,-0.163448037,0.214337999,0.027085616,-0.298591895,0.14857535,0.218843676,-0.479179833,-0.700271638,-0.241672985,-0.439688669,-0.260771786,0.734943822,0.448174463,-0.585122856,-1.298973428
7Networks_RH_SomMot_18,1.376447189,-0.632893934,-0.783747884,-0.1703045,-0.845744224,-0.491242415,-0.205447197,-0.837687534,-0.414954491,-0.267978446,-0.530472705,-0.509588359,-0.686965056,0.214222787,0.324959366,-0.300208629,0.051293547,0.164215251,-0.414386611,0.783991622,-0.960538385,-1.411382072,-0.4137893,-0.458998014,-0.566721529,-0.795102835,-0.45247797,0.155969753,-0.584919775,-0.469324907,0.774184706,0.340130271,0.554440796,-0.338039232,0.40118095,-0.072300245,-0.846764557,0.744911356,-0.131974849,-0.932376667,0.289656553,-0.106682887,0.621400519,-0.437461733,-0.467965328,1.144259602,-0.874312643,0.655232313,0.233797592,0.132530348,-0.688744974,-0.194164381,-0.627999017,-0.252426239,-0.867403473,-1.026259156,-0.081949128,2.63066935,0.265240452,0.427054916,1.278318033,-0.105796765,-0.675556149,0.880399681,-0.563759527,0.278959645,-0.903573024,-0.399137619,0.374385693,0.09894424,-0.526701303,-0.217028574,2.157272758,3.868869973,0.260224583,3.202670314,0.018607287,-0.425262252,-0.25238215,0.342308349,1.22483067,-0.677993266,-0.163388416,1.173782141,-0.615144548,0.203342061,-1.199675444,1.139679049,-0.513749179,-0.243975331,0.274544938,0.272206024,0.09835972,-0.209906307,1.205028072,-1.178221238,-0.655524862,-0.675516322,-0.488461562,-0.286035887,0.061770271,-0.471553827,0.994411135,-0.342706913,-0.455209168,-0.214193265,1.550233918,6.099041798,0.333469961,-0.541710777,-0.330827643,-0.498082271,-0.056856572,-0.140095114,-1.071846616,-0.214631462,-0.887661301,0.072296762,1.004693613,-0.001921867,0.207047607,-0.35554382,-0.353409618
7Networks_RH_SomMot_19,1.685622833,-0.485841171,-0.861732337,-0.16357581,-0.20917162,-0.958049654,-0.28264721,0.097301176,-0.303815745,-0.487414066,0.687545572,-0.586629305,-1.302433791,0.586795305,-0.199014077,-0.839883908,0.298949908,-0.508053769,-0.322284816,2.497349716,0.190841237,-0.219540756,-0.365996237,1.099641356,0.449275144,-0.523879191,-0.254146375,-0.410541327,-1.018128249,0.4967533,1.058096003,-0.629167391,-0.5408924,-0.535610519,-0.003176922,0.282143432,-0.310310636,-0.382765984,0.1818089,-0.599649038,-0.036877529,0.667325689,1.437336909,0.665615366,0.141993786,2.052444054,-0.120970054,0.988492628,0.426158469,-0.41802521,0.317275061,0.440711977,-0.531282564,0.040003751,-0.446647363,-0.85735369,-0.185157919,-0.535222725,-0.251465423,0.157923784,-0.019792858,-0.748541298,-0.922129869,-0.688441717,0.895108757,-0.208710102,-1.597894177,-1.03908349,0.350815409,-0.500433608,0.0987586,-0.185070471,1.796872112,3.615378883,0.786680834,-0.036394969,-0.707212917,-0.347847252,2.528979816,0.895339551,1.025483918,-0.763508929,-0.719340689,-0.015249827,-0.132213764,-0.520849124,-0.59288544,-0.022478459,-0.639527114,-0.245511649,-0.407622179,0.198270332,-0.718598328,-0.550043298,0.736397323,-1.225153462,-0.704251159,-0.442346605,-0.444502219,-0.936163801,-0.035470394,-0.26498522,1.055688675,-0.370353159,-0.818283779,-0.003109357,0.00911414,1.762648055,-0.494784683,0.354633418,-0.520052199,0.626173599,0.541079796,-0.559806793,-0.077179949,-0.60693743,-0.453814491,-1.154935775,-0.411073448,0.719575745,1.403100202,-0.932648214,-0.59917792
7Networks_RH_SomMot_20,0.288717653,-0.63828731,-0.069717953,0.43560992,0.04114988,1.630708937,0.241050691,0.061742608,1.114890745,0.517765836,-0.040126045,0.418275557,0.322222648,-0.771509864,-0.435817854,-0.097059864,-0.429087755,0.385054939,-0.134594236,0.836823567,0.063221008,-0.164248186,0.028496318,-1.019790252,-0.126686467,-0.206201836,-0.280162699,-0.318591315,0.80544538,0.717917214,0.464960006,1.168967706,-0.129559441,0.5107833,0.38254495,-0.444356428,-0.422516832,-0.266698961,-0.107051287,-0.459545496,-0.944477534,-0.117438272,0.771737439,0.370454725,-0.429657478,-0.203732184,-0.62236206,0.227050562,0.235140781,0.082833125,0.41133526,0.796399825,-0.789972985,-0.229769412,1.196949647,-0.548656253,0.216370036,-0.519314754,0.205756797,0.251222483,0.344915864,0.35938481,0.278179831,0.281305511,0.419006281,0.41417395,0.306504008,0.22252216,-0.365131182,0.366037018,0.851247566,-0.137499218,0.273404908,1.33004668,1.133059564,-0.146241756,1.290049813,-0.575094848,1.688506408,0.112796371,0.192363053,-0.538925695,-0.66673855,-0.139623114,-0.156534145,-0.646868692,0.067988569,-0.255854358,0.42859655,0.162261387,1.142182256,-0.283256891,0.651853439,-0.557139384,0.012065912,-0.31273642,-0.130101799,-0.302963045,1.086297631,-0.536336076,0.444756636,-0.046885475,0.699582239,0.462253201,-0.526349402,-0.593843429,-0.579883631,0.08921677,-0.221003351,1.219785673,-0.339979764,0.517864748,0.099166329,0.66967558,-0.473599427,-0.317840552,0.170331348,0.515140996,-0.375165791,-0.319468787,-0.37399533,0.814951126,0.511157089
7Networks_RH_SomMot_21,1.692355834,-0.965155051,-1.038616482,0.182347386,-0.968345786,-0.574208919,-0.083664112,0.150564582,-0.315650393,0.123502278,0.855424509,-0.447081242,-0.911742344,0.15079454,0.118555728,-0.810852106,-0.163969628,0.646391785,-0.396615221,1.010879897,0.419948768,-0.225865819,-0.136968927,0.46002608,0.352183712,-0.299802095,0.138960505,-0.524888885,-0.191013027,-0.29050604,0.599932157,-0.128471103,-0.42712315,-0.165138878,0.715442381,-0.085988924,-0.756376424,0.934414871,-0.31444504,-0.839101706,-0.085446788,-0.295405064,0.524683949,-0.123572061,-0.594736227,0.974228098,-0.431089522,0.140672171,0.243053674,0.275194743,0.215206895,0.843971734,-0.37882984,0.013193421,-0.716441358,-1.094976392,-0.349738714,0.021666713,-0.744026396,0.350751418,0.157468442,-0.140633654,0.018479765,0.875463328,0.097563021,-0.175673869,-1.153352459,-0.328660438,-0.522403074,0.37762931,-0.345352844,0.94481603,1.386471624,3.089389029,0.870317355,-0.265563919,-0.600013957,-0.428674806,0.242394207,1.113964962,0.243043063,-0.688575079,-0.593837747,-0.120142723,-0.37563454,-0.65926357,-0.577760765,0.28290124,0.250333381,-0.08292445,-0.204037598,1.270907965,-0.402957295,0.010549395,2.011023202,-1.020625509,-0.699649669,-0.408631397,0.761825679,-0.370245208,0.238977597,-0.642210132,1.290909362,0.136228725,0.316485584,0.488367843,0.427752225,1.174505346,-0.491550567,1.001073287,-0.806078991,-0.325780872,-0.092574849,0.127483293,-0.083115639,0.041893606,-0.366329307,0.116766928,-0.584592122,0.044486817,1.229237387,-0.57290836,-0.76349983
7Networks_RH_SomMot_22,2.433019987,-0.803249383,-1.082617901,1.03317751,-0.572007712,0.296465091,-0.878303701,-0.27179861,-0.314583884,0.20789257,0.813814743,-0.483437418,-0.966832485,-0.18830016,0.042651409,-0.819782729,-0.525589645,0.627843964,-0.550749052,1.420755255,-0.581297553,-0.73861229,-0.235022388,-0.485008658,-0.306286247,-0.104818516,-0.212819709,-0.381386053,-0.833155247,-0.480444791,0.96585365,0.263071545,-0.571083941,-0.740764081,0.468427793,-0.256751234,-0.734171536,0.990508544,-0.145568215,-0.493751361,0.340319979,-0.26458547,0.321054131,-0.273780425,-0.354633062,2.269980275,-0.578953926,0.04739325,0.043763969,-0.02666453,0.388832207,0.337954345,-0.545983651,-0.225547807,-0.604063529,-0.981581633,-0.669634622,0.113697355,-0.634733156,0.197824642,0.392810052,0.201640946,-0.025765696,1.240622671,-0.113721997,-0.375263654,-1.465572871,-0.413242546,0.547882809,-0.159217053,-0.930417597,0.601032818,1.511267005,5.326363532,0.472988011,0.057946568,0.030577239,-0.464614401,0.689469728,0.740156832,0.897642784,-0.205540247,-0.553634891,-0.724624586,-0.752087945,-0.412911337,-0.340641005,0.727920791,0.172212532,-0.588761164,-0.19785877,1.510882935,-0.205674112,0.87117888,1.203267326,-1.467037563,-0.526296251,-0.817000221,0.460596266,-0.237979428,-0.247373067,-0.368165594,1.207945163,-0.23000299,0.153358361,1.037343361,0.077610607,0.690434314,-0.195057396,0.709908706,-0.487449272,-0.646098259,-0.358581709,-0.026734079,-0.02554307,-0.191131358,-0.810272247,-0.14487457,-0.369919386,-0.487546582,0.854228574,-0.90021115,-1.156432673
7Networks_RH_SomMot_23,1.285494001,-1.055503624,-0.681138845,0.291525395,-0.804596127,-0.224652282,-0.315750565,0.093218181,-0.596279711,0.469123944,-0.298916719,-0.613437714,-0.980468516,-0.359217004,-0.17472663,-0.548872935,0.865626368,-0.024075028,-0.682175011,1.174739367,0.209575881,0.115233404,-0.296515545,0.715260125,0.450587262,-0.467435214,-0.175360364,0.408707264,-1.585538063,-0.54941096,0.121206496,0.159058837,-0.702566105,0.448111181,0.597671363,-0.061187711,0.0603871,-0.012713769,0.112953894,-1.210321463,0.087229932,-0.208318408,-0.099382795,0.424847039,-0.650014896,2.892005234,-0.803762044,0.075750997,-0.379631011,0.050053572,0.296759447,0.052634234,-0.12763498,-0.16350603,0.949614516,-0.445811123,-0.259459197,-0.911147202,-0.085918019,0.15390411,-0.140285402,-0.304385598,-0.843261365,0.229484974,0.856036756,-0.29419172,-1.033374678,-0.419927813,1.264158241,0.808137485,-1.035445335,-0.644279246,1.444634287,3.589805884,0.434351435,-0.230572535,-0.142218619,-0.327975096,1.296670312,0.673655912,1.412415254,-0.82716511,-0.983301727,-0.50432345,0.175884468,-0.711315037,-0.599894249,0.069723532,-0.315157351,-0.484715412,-0.493701327,0.528516365,-0.382574561,-0.30092007,1.398244297,-1.669252682,-0.363337187,-0.606652382,0.399071234,0.233670152,-0.310453642,-0.326466295,1.456057175,0.064340601,0.876914121,0.4512662,-0.641978126,-0.114072041,-0.497812309,0.085782977,0.157751848,-0.20359772,0.069659614,-0.628016304,-0.107212928,0.102086317,-0.387692842,-0.946866654,-0.423642846,-0.004166119,-0.153483776,-0.625381688,-0.428150201
